127.0.0.1, 2012-03-23 03:30:09, GET, /, HTTP/1.1, 303, 0.000846
127.0.0.1, 2012-03-23 03:34:50, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.002593
127.0.0.1, 2012-03-23 03:34:50, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.002452
127.0.0.1, 2012-03-23 03:34:50, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.002358
127.0.0.1, 2012-03-23 03:34:50, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.000832
127.0.0.1, 2012-03-23 03:34:50, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.000263
127.0.0.1, 2012-03-23 03:34:50, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.000829
127.0.0.1, 2012-03-23 03:34:50, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.000898
127.0.0.1, 2012-03-23 03:34:50, GET, /graykoolaid/static/images/poweredby.png, HTTP/1.1, 304, 0.000398
127.0.0.1, 2012-03-23 03:34:51, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000346
127.0.0.1, 2012-03-23 03:34:51, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000477
127.0.0.1, 2012-03-23 03:37:18, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.028578
127.0.0.1, 2012-03-23 03:37:18, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000478
127.0.0.1, 2012-03-23 03:37:18, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.000446
127.0.0.1, 2012-03-23 03:37:18, GET, /graykoolaid/static/css/calendar.css, HTTP/1.1, 304, 0.000514
127.0.0.1, 2012-03-23 03:37:18, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.000324
127.0.0.1, 2012-03-23 03:37:18, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.000473
127.0.0.1, 2012-03-23 03:37:18, GET, /graykoolaid/static/js/web2py.js, HTTP/1.1, 304, 0.000778
127.0.0.1, 2012-03-23 03:37:18, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.001148
127.0.0.1, 2012-03-23 03:37:18, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.000905
127.0.0.1, 2012-03-23 03:37:18, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.000353
127.0.0.1, 2012-03-23 03:37:18, GET, /graykoolaid/static/images/poweredby.png, HTTP/1.1, 304, 0.000439
127.0.0.1, 2012-03-23 03:37:18, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000324
127.0.0.1, 2012-03-23 03:37:18, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000332
127.0.0.1, 2012-03-23 03:38:14, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.032629
127.0.0.1, 2012-03-23 03:38:14, GET, /graykoolaid/static/js/web2py.js, HTTP/1.1, 304, 0.000450
127.0.0.1, 2012-03-23 03:38:14, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.001040
127.0.0.1, 2012-03-23 03:38:14, GET, /graykoolaid/static/css/calendar.css, HTTP/1.1, 304, 0.000390
127.0.0.1, 2012-03-23 03:38:14, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.004181
127.0.0.1, 2012-03-23 03:38:14, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.003512
127.0.0.1, 2012-03-23 03:38:14, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.001352
127.0.0.1, 2012-03-23 03:38:14, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.001634
127.0.0.1, 2012-03-23 03:38:14, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.001685
127.0.0.1, 2012-03-23 03:38:14, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.001567
127.0.0.1, 2012-03-23 03:38:14, GET, /graykoolaid/static/images/poweredby.png, HTTP/1.1, 304, 0.000337
127.0.0.1, 2012-03-23 03:38:14, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000467
127.0.0.1, 2012-03-23 03:38:14, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000770
127.0.0.1, 2012-03-23 03:38:39, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.031224
127.0.0.1, 2012-03-23 03:38:39, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.000602
127.0.0.1, 2012-03-23 03:38:39, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.001005
127.0.0.1, 2012-03-23 03:38:39, GET, /graykoolaid/static/css/calendar.css, HTTP/1.1, 304, 0.000475
127.0.0.1, 2012-03-23 03:38:39, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.000737
127.0.0.1, 2012-03-23 03:38:39, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.000946
127.0.0.1, 2012-03-23 03:38:39, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.001620
127.0.0.1, 2012-03-23 03:38:39, GET, /graykoolaid/static/js/web2py.js, HTTP/1.1, 304, 0.001136
127.0.0.1, 2012-03-23 03:38:39, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.001349
127.0.0.1, 2012-03-23 03:38:39, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.001214
127.0.0.1, 2012-03-23 03:38:39, GET, /graykoolaid/static/images/poweredby.png, HTTP/1.1, 304, 0.000499
127.0.0.1, 2012-03-23 03:38:39, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000507
127.0.0.1, 2012-03-23 03:38:39, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000470
127.0.0.1, 2012-03-23 03:40:09, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.034193
127.0.0.1, 2012-03-23 03:40:09, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000432
127.0.0.1, 2012-03-23 03:40:09, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.000507
127.0.0.1, 2012-03-23 03:40:09, GET, /graykoolaid/static/css/calendar.css, HTTP/1.1, 304, 0.001041
127.0.0.1, 2012-03-23 03:40:09, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.000670
127.0.0.1, 2012-03-23 03:40:09, GET, /graykoolaid/static/js/web2py.js, HTTP/1.1, 304, 0.000408
127.0.0.1, 2012-03-23 03:40:09, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.001085
127.0.0.1, 2012-03-23 03:40:09, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.001386
127.0.0.1, 2012-03-23 03:40:09, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.000961
127.0.0.1, 2012-03-23 03:40:09, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.000430
127.0.0.1, 2012-03-23 03:40:09, GET, /graykoolaid/static/images/poweredby.png, HTTP/1.1, 304, 0.000335
127.0.0.1, 2012-03-23 03:40:09, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000524
127.0.0.1, 2012-03-23 03:40:09, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000469
127.0.0.1, 2012-03-23 03:44:10, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.024986
127.0.0.1, 2012-03-23 03:44:10, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.000493
127.0.0.1, 2012-03-23 03:44:10, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.002207
127.0.0.1, 2012-03-23 03:44:10, GET, /graykoolaid/static/css/calendar.css, HTTP/1.1, 304, 0.001188
127.0.0.1, 2012-03-23 03:44:10, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.000430
127.0.0.1, 2012-03-23 03:44:10, GET, /graykoolaid/static/js/web2py.js, HTTP/1.1, 304, 0.000312
127.0.0.1, 2012-03-23 03:44:10, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.000684
127.0.0.1, 2012-03-23 03:44:10, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.002722
127.0.0.1, 2012-03-23 03:44:10, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.002376
127.0.0.1, 2012-03-23 03:44:10, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.000438
127.0.0.1, 2012-03-23 03:44:10, GET, /graykoolaid/static/images/mrpoppywobbles.png, HTTP/1.1, 200, 0.000379
127.0.0.1, 2012-03-23 03:44:10, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000322
127.0.0.1, 2012-03-23 03:44:10, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000847
127.0.0.1, 2012-03-23 03:45:29, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.024200
127.0.0.1, 2012-03-23 03:45:29, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.003641
127.0.0.1, 2012-03-23 03:45:29, GET, /graykoolaid/static/js/web2py.js, HTTP/1.1, 304, 0.005123
127.0.0.1, 2012-03-23 03:45:29, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.000663
127.0.0.1, 2012-03-23 03:45:29, GET, /graykoolaid/static/css/calendar.css, HTTP/1.1, 304, 0.003544
127.0.0.1, 2012-03-23 03:45:29, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.002553
127.0.0.1, 2012-03-23 03:45:29, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.003840
127.0.0.1, 2012-03-23 03:45:29, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.000326
127.0.0.1, 2012-03-23 03:45:29, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.000962
127.0.0.1, 2012-03-23 03:45:29, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.001434
127.0.0.1, 2012-03-23 03:45:29, GET, /graykoolaid/static/images/mrpoppywobbles.png, HTTP/1.1, 304, 0.000316
127.0.0.1, 2012-03-23 03:45:31, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000441
127.0.0.1, 2012-03-23 03:45:31, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000747
127.0.0.1, 2012-03-23 03:46:10, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.016190
127.0.0.1, 2012-03-23 03:46:10, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000439
127.0.0.1, 2012-03-23 03:46:10, GET, /graykoolaid/static/js/web2py.js, HTTP/1.1, 304, 0.001438
127.0.0.1, 2012-03-23 03:46:10, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.002775
127.0.0.1, 2012-03-23 03:46:10, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.000642
127.0.0.1, 2012-03-23 03:46:10, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.002056
127.0.0.1, 2012-03-23 03:46:10, GET, /graykoolaid/static/css/calendar.css, HTTP/1.1, 304, 0.000366
127.0.0.1, 2012-03-23 03:46:10, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.000367
127.0.0.1, 2012-03-23 03:46:10, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.000466
127.0.0.1, 2012-03-23 03:46:10, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.000399
127.0.0.1, 2012-03-23 03:46:10, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000421
127.0.0.1, 2012-03-23 03:46:10, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000510
127.0.0.1, 2012-03-23 03:47:15, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.026123
127.0.0.1, 2012-03-23 03:47:15, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000439
127.0.0.1, 2012-03-23 03:47:15, GET, /graykoolaid/static/js/web2py.js, HTTP/1.1, 304, 0.000373
127.0.0.1, 2012-03-23 03:47:15, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.000367
127.0.0.1, 2012-03-23 03:47:15, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.002952
127.0.0.1, 2012-03-23 03:47:15, GET, /graykoolaid/static/css/calendar.css, HTTP/1.1, 304, 0.002840
127.0.0.1, 2012-03-23 03:47:15, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.002032
127.0.0.1, 2012-03-23 03:47:15, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.000548
127.0.0.1, 2012-03-23 03:47:15, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.001445
127.0.0.1, 2012-03-23 03:47:15, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.000275
127.0.0.1, 2012-03-23 03:47:24, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000421
127.0.0.1, 2012-03-23 03:47:24, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000431
127.0.0.1, 2012-03-23 03:47:32, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.021762
127.0.0.1, 2012-03-23 03:47:32, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000447
127.0.0.1, 2012-03-23 03:47:32, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.000362
127.0.0.1, 2012-03-23 03:47:32, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.000747
127.0.0.1, 2012-03-23 03:47:32, GET, /graykoolaid/static/css/calendar.css, HTTP/1.1, 304, 0.001636
127.0.0.1, 2012-03-23 03:47:32, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.001379
127.0.0.1, 2012-03-23 03:47:32, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.002070
127.0.0.1, 2012-03-23 03:47:32, GET, /graykoolaid/static/js/web2py.js, HTTP/1.1, 304, 0.000265
127.0.0.1, 2012-03-23 03:47:32, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.001086
127.0.0.1, 2012-03-23 03:47:32, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.000405
127.0.0.1, 2012-03-23 03:47:32, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000295
127.0.0.1, 2012-03-23 03:47:32, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000378
127.0.0.1, 2012-03-23 03:47:33, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.036738
127.0.0.1, 2012-03-23 03:47:33, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000450
127.0.0.1, 2012-03-23 03:47:33, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.000231
127.0.0.1, 2012-03-23 03:47:33, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.000214
127.0.0.1, 2012-03-23 03:47:33, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.000217
127.0.0.1, 2012-03-23 03:47:34, GET, /graykoolaid/static/css/calendar.css, HTTP/1.1, 304, 0.002610
127.0.0.1, 2012-03-23 03:47:34, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.001061
127.0.0.1, 2012-03-23 03:47:34, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.000860
127.0.0.1, 2012-03-23 03:47:34, GET, /graykoolaid/static/js/web2py.js, HTTP/1.1, 304, 0.001445
127.0.0.1, 2012-03-23 03:47:34, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.001079
127.0.0.1, 2012-03-23 03:47:34, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000428
127.0.0.1, 2012-03-23 03:47:34, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000359
127.0.0.1, 2012-03-23 03:49:38, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.017337
127.0.0.1, 2012-03-23 03:49:38, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000414
127.0.0.1, 2012-03-23 03:49:38, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.000422
127.0.0.1, 2012-03-23 03:49:38, GET, /graykoolaid/static/css/calendar.css, HTTP/1.1, 304, 0.000411
127.0.0.1, 2012-03-23 03:49:38, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.000400
127.0.0.1, 2012-03-23 03:49:38, GET, /graykoolaid/static/js/web2py.js, HTTP/1.1, 304, 0.000383
127.0.0.1, 2012-03-23 03:49:38, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.000364
127.0.0.1, 2012-03-23 03:49:38, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.000342
127.0.0.1, 2012-03-23 03:49:38, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.000496
127.0.0.1, 2012-03-23 03:49:38, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.000440
127.0.0.1, 2012-03-23 03:49:39, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000286
127.0.0.1, 2012-03-23 03:49:39, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000745
127.0.0.1, 2012-03-23 03:50:30, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.026430
127.0.0.1, 2012-03-23 03:50:30, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000453
127.0.0.1, 2012-03-23 03:50:30, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.000428
127.0.0.1, 2012-03-23 03:50:30, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.000529
127.0.0.1, 2012-03-23 03:50:30, GET, /graykoolaid/static/css/calendar.css, HTTP/1.1, 304, 0.000873
127.0.0.1, 2012-03-23 03:50:30, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.005553
127.0.0.1, 2012-03-23 03:50:30, GET, /graykoolaid/static/js/web2py.js, HTTP/1.1, 304, 0.006119
127.0.0.1, 2012-03-23 03:50:30, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.000623
127.0.0.1, 2012-03-23 03:50:30, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.002027
127.0.0.1, 2012-03-23 03:50:30, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.001968
127.0.0.1, 2012-03-23 03:50:30, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000580
127.0.0.1, 2012-03-23 03:50:30, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000549
127.0.0.1, 2012-03-23 03:53:36, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.021750
127.0.0.1, 2012-03-23 03:53:36, GET, /graykoolaid/static/css/calendar.css, HTTP/1.1, 304, 0.000668
127.0.0.1, 2012-03-23 03:53:36, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.001269
127.0.0.1, 2012-03-23 03:53:36, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000674
127.0.0.1, 2012-03-23 03:53:36, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.000450
127.0.0.1, 2012-03-23 03:53:36, GET, /graykoolaid/static/js/web2py.js, HTTP/1.1, 304, 0.000415
127.0.0.1, 2012-03-23 03:53:36, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.000872
127.0.0.1, 2012-03-23 03:53:36, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.000677
127.0.0.1, 2012-03-23 03:53:36, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.000790
127.0.0.1, 2012-03-23 03:53:36, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.000340
127.0.0.1, 2012-03-23 03:53:37, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000434
127.0.0.1, 2012-03-23 03:53:37, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000450
127.0.0.1, 2012-03-23 03:55:32, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.018943
127.0.0.1, 2012-03-23 03:55:32, GET, /graykoolaid/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000455
127.0.0.1, 2012-03-23 03:55:32, GET, /graykoolaid/static/js/web2py.js, HTTP/1.1, 304, 0.003258
127.0.0.1, 2012-03-23 03:55:32, GET, /graykoolaid/static/css/skeleton.css, HTTP/1.1, 304, 0.003248
127.0.0.1, 2012-03-23 03:55:32, GET, /graykoolaid/static/css/calendar.css, HTTP/1.1, 304, 0.001743
127.0.0.1, 2012-03-23 03:55:32, GET, /graykoolaid/static/js/jquery.js, HTTP/1.1, 304, 0.005472
127.0.0.1, 2012-03-23 03:55:32, GET, /graykoolaid/static/css/web2py.css, HTTP/1.1, 304, 0.000841
127.0.0.1, 2012-03-23 03:55:32, GET, /graykoolaid/static/js/calendar.js, HTTP/1.1, 304, 0.002068
127.0.0.1, 2012-03-23 03:55:32, GET, /graykoolaid/static/css/superfish.css, HTTP/1.1, 304, 0.000730
127.0.0.1, 2012-03-23 03:55:32, GET, /graykoolaid/static/js/superfish.js, HTTP/1.1, 304, 0.000583
127.0.0.1, 2012-03-23 03:55:32, GET, /graykoolaid/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000585
127.0.0.1, 2012-03-23 03:55:32, GET, /graykoolaid/static/images/shadow.png, HTTP/1.1, 304, 0.000395
127.0.0.1, 2012-03-23 03:56:23, GET, /graykoolaid/default/index, HTTP/1.1, 200, 0.021845
